employee_id,attrition_flag,predicted_prob,risk_band,job_role,department,tenure_months,performance_rating,engagement_score,manager_support_score,growth_opportunity_score,training_hours,training_count
1369,0,0.17394584725516482,Low,Laboratory Technician,Research & Development,108,3,4,2,4,0,0
1371,0,0.09509719343697462,Low,Sales Executive,Sales,72,4,4,2,4,6,3
1372,1,0.1530084257372328,Low,Sales Executive,Sales,228,3,3,3,1,4,2
1373,0,0.06377337930806412,Low,Manufacturing Director,Research & Development,228,3,2,1,4,0,0
1374,0,0.22062225614046382,Low,Research Scientist,Research & Development,60,4,3,3,1,4,2
1375,0,0.12880430149369523,Low,Healthcare Representative,Research & Development,144,4,3,2,2,0,0
1377,0,0.31995532169988816,Low,Laboratory Technician,Research & Development,96,3,3,1,2,2,1
1380,1,0.18721689937988614,Low,Sales Executive,Sales,48,3,3,3,4,0,0
1382,0,0.10572154771939939,Low,Research Scientist,Research & Development,48,3,3,4,4,4,2
1383,0,0.042590723918198174,Low,Healthcare Representative,Research & Development,168,3,4,4,3,4,2
1387,0,0.33217988970801565,Medium,Sales Executive,Sales,60,3,1,3,3,0,0
1389,1,0.03278618735155832,Low,Manufacturing Director,Research & Development,120,3,3,4,4,6,3
1390,0,0.19341202987806405,Low,Sales Executive,Sales,60,3,4,4,1,4,2
1391,0,0.19706753432209445,Low,Sales Executive,Sales,48,3,2,2,2,10,5
1392,0,0.07484823917299058,Low,Research Scientist,Research & Development,72,3,4,1,4,8,4
1394,0,0.12370848926487056,Low,Research Scientist,Research & Development,72,3,3,4,3,4,2
1395,0,0.20327833452650915,Low,Sales Executive,Sales,60,3,4,1,2,4,2
1396,0,0.23652811695429826,Low,Sales Executive,Sales,36,3,2,1,3,6,3
1397,0,0.09579990468862862,Low,Healthcare Representative,Research & Development,72,4,3,2,3,4,2
1399,0,0.2669227320572849,Low,Sales Executive,Sales,36,3,3,2,1,6,3
1401,0,0.0510320155337975,Low,Manufacturing Director,Research & Development,60,3,3,2,4,6,3
1402,0,0.12810127017881848,Low,Research Scientist,Research & Development,240,3,3,1,1,6,3
1403,0,0.07819693171982206,Low,Sales Executive,Sales,72,3,4,4,4,6,3
1405,1,0.08900583097302305,Low,Research Scientist,Research & Development,96,3,3,4,4,4,2
1407,0,0.16947724596333286,Low,Research Scientist,Research & Development,48,3,4,4,1,4,2
1408,0,0.03513066636114263,Low,Manager,Human Resources,240,3,1,3,3,10,5
1409,0,0.3240090420475614,Low,Laboratory Technician,Research & Development,60,3,1,3,3,4,2
1411,0,0.24806544319895585,Low,Laboratory Technician,Research & Development,36,3,3,1,1,12,6
1412,0,0.06192052336165336,Low,Manufacturing Director,Research & Development,24,3,4,3,3,4,2
1415,0,0.30999763940454167,Low,Laboratory Technician,Research & Development,36,3,4,2,1,4,2
1417,0,0.28043090059061604,Low,Laboratory Technician,Research & Development,84,3,1,4,3,4,2
1419,0,0.3008455088024308,Low,Human Resources,Human Resources,120,3,1,1,2,6,3
1420,1,0.5179729130923019,Medium,Laboratory Technician,Research & Development,48,4,1,1,1,4,2
1421,1,0.08959083425514615,Low,Healthcare Representative,Research & Development,96,3,4,1,3,2,1
1422,0,0.008034786260621493,Low,Research Director,Research & Development,240,3,4,4,4,6,3
1423,0,0.033182849604573454,Low,Research Director,Research & Development,108,4,1,3,4,6,3
1424,0,0.02137191557121258,Low,Research Director,Research & Development,84,3,4,4,2,8,4
1425,0,0.25799178137200607,Low,Sales Executive,Sales,60,3,2,4,1,6,3
1427,1,0.4415557831437694,Medium,Sales Representative,Sales,12,3,3,2,2,6,3
1428,0,0.21690685699261264,Low,Sales Executive,Sales,36,3,1,2,4,6,3
1430,0,0.07370442190486787,Low,Research Director,Research & Development,36,3,2,3,1,6,3
1431,0,0.18560202392042563,Low,Research Scientist,Research & Development,48,3,1,3,4,4,2
1433,1,0.2762368420818696,Low,Research Scientist,Research & Development,12,3,2,3,1,6,3
1434,0,0.3718574935931234,Medium,Laboratory Technician,Research & Development,60,3,1,2,2,6,3
1435,0,0.22350959326296246,Low,Laboratory Technician,Research & Development,120,3,4,3,1,4,2
1436,0,0.28916782685630604,Low,Sales Executive,Sales,36,3,1,1,3,6,3
1438,0,0.17178261278243234,Low,Research Scientist,Research & Development,72,3,4,3,1,4,2
1439,1,0.6839866183450298,High,Sales Representative,Sales,36,3,1,1,1,4,2
1440,0,0.2488757572483707,Low,Laboratory Technician,Research & Development,72,3,3,1,3,4,2
1441,0,0.2876598079028549,Low,Research Scientist,Research & Development,36,4,1,4,1,6,3
1443,0,0.03459410413447591,Low,Research Director,Research & Development,240,3,3,2,1,4,2
1445,0,0.11552975898106507,Low,Sales Executive,Sales,60,3,3,3,4,6,3
1446,0,0.09447460391387176,Low,Sales Executive,Sales,48,3,4,3,4,6,3
1447,0,0.25781978074895007,Low,Laboratory Technician,Research & Development,60,3,2,1,4,4,2
1448,0,0.14498318630347312,Low,Research Scientist,Research & Development,48,3,3,1,2,10,5
1449,0,0.19417010623355818,Low,Laboratory Technician,Research & Development,96,3,3,3,3,4,2
1453,0,0.11983024924572004,Low,Sales Executive,Sales,156,3,4,1,1,10,5
1457,1,0.26594604042568054,Low,Sales Executive,Sales,84,3,4,1,1,2,1
1458,1,0.5257991657255797,Medium,Laboratory Technician,Research & Development,12,4,1,2,1,4,2
1459,1,0.08856630235625369,Low,Manufacturing Director,Research & Development,120,3,2,1,3,4,2
1460,0,0.18756657549417652,Low,Healthcare Representative,Research & Development,84,3,1,2,2,4,2
1461,0,0.15944383696990053,Low,Human Resources,Human Resources,36,3,2,4,4,6,3
1464,1,0.2429031664859975,Low,Laboratory Technician,Research & Development,24,3,4,3,2,4,2
1465,0,0.04969409102830163,Low,Manufacturing Director,Research & Development,36,3,4,4,2,8,4
1466,0,0.29906114932854583,Low,Sales Executive,Sales,24,3,1,1,3,6,3
1467,1,0.366041692734097,Medium,Human Resources,Human Resources,24,3,3,4,1,0,0
1468,0,0.01831182194903333,Low,Research Director,Research & Development,108,3,2,3,4,10,5
1469,0,0.1448588180290246,Low,Sales Executive,Sales,60,3,1,4,4,8,4
1471,0,0.12882589153966612,Low,Laboratory Technician,Research & Development,60,3,3,4,3,10,5
1472,0,0.03387829495158378,Low,Research Director,Research & Development,108,3,2,2,4,4,2
1473,0,0.23131899846032694,Low,Healthcare Representative,Research & Development,36,3,3,2,1,0,0
1474,0,0.1328029228848672,Low,Research Scientist,Research & Development,36,3,3,3,3,6,3
1475,0,0.12216525994321281,Low,Research Scientist,Research & Development,60,3,2,3,4,6,3
1477,0,0.25987204337870673,Low,Sales Executive,Sales,48,3,1,1,4,4,2
1478,0,0.14059533230577934,Low,Sales Executive,Sales,156,3,1,4,4,4,2
1479,0,0.15196282812181094,Low,Sales Executive,Sales,24,3,3,3,4,4,2
1480,0,0.18036957419779137,Low,Laboratory Technician,Research & Development,144,3,4,3,1,6,3
1481,0,0.23151342201750208,Low,Sales Executive,Sales,12,3,3,3,1,8,4
1482,0,0.18298092866765325,Low,Research Scientist,Research & Development,12,3,3,2,3,4,2
1483,0,0.16176110904388036,Low,Research Scientist,Research & Development,144,4,3,1,2,4,2
1484,0,0.09692308923770683,Low,Healthcare Representative,Research & Development,96,3,2,2,3,6,3
1485,0,0.04041395286751928,Low,Research Director,Research & Development,168,3,1,4,2,6,3
1486,1,0.43030165180573837,Medium,Sales Representative,Sales,36,3,3,4,1,6,3
1487,1,0.2901154111103464,Low,Sales Executive,Sales,60,3,2,1,1,8,4
1489,1,0.2214517687685018,Low,Sales Executive,Sales,180,4,2,3,1,4,2
1492,0,0.33877729035283416,Medium,Sales Representative,Sales,12,3,3,1,4,6,3
1494,1,0.44414041382855224,Medium,Laboratory Technician,Research & Development,0,3,1,3,2,4,2
1495,0,0.3902235025062846,Medium,Sales Representative,Sales,12,3,2,3,4,4,2
1496,0,0.11292071618736083,Low,Manufacturing Director,Research & Development,24,3,3,2,2,4,2
1497,0,0.1190987270808201,Low,Sales Executive,Sales,120,3,3,3,3,6,3
1499,0,0.19285922375333564,Low,Human Resources,Human Resources,60,4,3,1,3,6,3
1501,0,0.08583883091367253,Low,Healthcare Representative,Research & Development,36,3,3,2,4,4,2
1502,0,0.25096002595212175,Low,Laboratory Technician,Research & Development,60,3,2,4,1,10,5
1503,0,0.126097580982767,Low,Sales Executive,Sales,60,3,3,3,3,8,4
1504,1,0.37821640250461414,Medium,Laboratory Technician,Research & Development,0,3,1,3,3,4,2
1506,0,0.2361350797070114,Low,Research Scientist,Research & Development,12,3,3,4,1,4,2
1507,0,0.1640630498216314,Low,Sales Executive,Sales,48,3,1,4,3,10,5
1509,0,0.3545439818422189,Medium,Laboratory Technician,Research & Development,36,4,1,1,3,6,3
1513,0,0.20449583103125438,Low,Laboratory Technician,Research & Development,36,3,2,3,4,6,3
1514,0,0.08726005667224764,Low,Manufacturing Director,Research & Development,96,3,2,2,3,4,2
1515,0,0.05712067072555554,Low,Healthcare Representative,Research & Development,0,3,3,1,4,12,6
1516,0,0.035140058637588095,Low,Manager,Research & Development,60,4,4,2,3,10,5
1520,0,0.05532647681041948,Low,Manager,Research & Development,168,4,4,1,2,4,2
1522,1,0.28928169486978356,Low,Research Scientist,Research & Development,108,3,1,3,1,4,2
1523,0,0.028174515738492906,Low,Research Director,Research & Development,240,3,1,3,4,2,1
1525,0,0.10108028497995479,Low,Manufacturing Director,Research & Development,24,3,2,4,2,6,3
1527,0,0.055007954513188344,Low,Manager,Sales,156,3,2,4,3,4,2
1529,0,0.05361513551223966,Low,Healthcare Representative,Research & Development,132,3,2,4,4,6,3
1533,0,0.35999017527328814,Medium,Laboratory Technician,Research & Development,48,3,3,2,1,4,2
1534,1,0.25544917912573806,Low,Laboratory Technician,Research & Development,60,3,1,2,4,6,3
1535,0,0.08429688723260584,Low,Sales Executive,Sales,120,3,3,4,4,6,3
1537,1,0.12527847693001917,Low,Research Scientist,Research & Development,84,3,3,1,4,4,2
1539,0,0.007090857567582231,Low,Research Director,Research & Development,384,3,4,4,3,4,2
1541,0,0.29035656873831317,Low,Sales Representative,Sales,132,4,3,2,2,8,4
1542,0,0.29343460954240963,Low,Laboratory Technician,Research & Development,12,3,2,2,3,6,3
1543,0,0.1764677896692326,Low,Research Scientist,Research & Development,120,3,4,1,1,4,2
1544,0,0.11676198316582065,Low,Healthcare Representative,Research & Development,84,3,1,3,3,6,3
1545,0,0.0629410910240253,Low,Manufacturing Director,Research & Development,60,3,2,4,4,4,2
1546,0,0.06676473750149711,Low,Research Scientist,Research & Development,60,4,4,4,4,6,3
1547,0,0.02336478905755193,Low,Healthcare Representative,Research & Development,240,3,4,3,4,6,3
1548,0,0.21867112477833894,Low,Sales Executive,Sales,96,3,1,4,1,10,5
1549,0,0.17572529498630537,Low,Laboratory Technician,Research & Development,180,3,3,2,2,6,3
1550,0,0.022340816682892038,Low,Manager,Human Resources,252,4,4,4,3,4,2
1551,0,0.35288521665361283,Medium,Laboratory Technician,Research & Development,12,3,1,2,3,6,3
1552,0,0.0628635248858753,Low,Healthcare Representative,Research & Development,24,3,4,3,4,4,2
1553,0,0.1366614181867191,Low,Healthcare Representative,Research & Development,120,3,2,1,1,8,4
1554,0,0.33865081922072804,Medium,Sales Representative,Sales,60,4,3,1,2,10,5
1555,0,0.15829270832551268,Low,Research Scientist,Research & Development,84,3,2,1,4,4,2
1556,0,0.24833044949505179,Low,Sales Representative,Sales,36,4,4,4,3,6,3
1557,0,0.15027100334697782,Low,Sales Executive,Sales,96,3,3,3,3,4,2
1558,0,0.20025895984913142,Low,Research Scientist,Research & Development,12,3,3,1,3,4,2
1560,0,0.23854181778716244,Low,Sales Executive,Sales,24,3,1,4,1,12,6
1562,1,0.18720290834754433,Low,Sales Executive,Sales,120,3,1,4,2,8,4
1563,0,0.17943727383747216,Low,Human Resources,Human Resources,72,3,3,3,3,4,2
1564,0,0.2739954949697134,Low,Laboratory Technician,Research & Development,36,3,1,2,4,6,3
1568,0,0.2089824952349614,Low,Sales Executive,Sales,48,3,2,2,3,6,3
1569,1,0.4723071884333025,Medium,Laboratory Technician,Research & Development,12,3,1,4,1,4,2
1572,1,0.01177261284920795,Low,Manufacturing Director,Research & Development,396,3,4,2,3,8,4
1573,1,0.10978054173848349,Low,Manufacturing Director,Research & Development,60,3,2,1,3,4,2
1574,0,0.1630433408123238,Low,Research Scientist,Research & Development,72,3,1,2,4,6,3
1576,0,0.15689345619922,Low,Research Scientist,Research & Development,96,3,1,4,3,6,3
1577,0,0.15694082391947548,Low,Research Scientist,Research & Development,12,3,4,3,1,8,4
1578,0,0.010403113409327201,Low,Manager,Sales,432,4,4,3,3,6,3
1580,0,0.1522877959296813,Low,Research Scientist,Research & Development,24,3,4,2,2,6,3
1581,0,0.1624381498621613,Low,Research Scientist,Research & Development,12,4,4,1,1,10,5
1582,0,0.14275914620108454,Low,Sales Executive,Sales,108,3,2,4,3,6,3
1583,0,0.20471730955087702,Low,Sales Executive,Sales,36,3,2,2,2,10,5
1585,0,0.1942651497490861,Low,Sales Executive,Sales,12,3,3,1,2,10,5
1586,0,0.27175298970606093,Low,Laboratory Technician,Research & Development,120,3,1,4,2,6,3
1587,0,0.10903797438498643,Low,Healthcare Representative,Research & Development,60,3,3,3,1,8,4
1588,0,0.1292545379157455,Low,Sales Executive,Sales,84,3,3,1,4,6,3
1590,0,0.13711803676060846,Low,Healthcare Representative,Research & Development,72,3,4,4,1,0,0
1591,0,0.0807205851429739,Low,Manager,Sales,12,3,3,3,3,4,2
1592,0,0.11507738438408599,Low,Research Scientist,Research & Development,24,3,3,4,4,4,2
1594,0,0.40627152825174256,Medium,Laboratory Technician,Research & Development,36,3,1,4,1,6,3
1595,0,0.043174719705715126,Low,Manager,Research & Development,12,4,4,4,4,4,2
1596,0,0.17791952734405178,Low,Laboratory Technician,Research & Development,120,3,3,4,2,6,3
1597,0,0.058578641186314735,Low,Healthcare Representative,Research & Development,96,3,3,2,4,6,3
1598,0,0.21123486734276847,Low,Sales Executive,Sales,60,3,1,3,4,4,2
1599,0,0.27253667771075124,Low,Laboratory Technician,Research & Development,72,3,2,3,4,0,0
1601,0,0.11992569745989436,Low,Laboratory Technician,Research & Development,12,3,4,4,3,10,5
1602,0,0.022753848995548272,Low,Manager,Sales,312,3,1,2,4,10,5
1604,1,0.2708400303512067,Low,Laboratory Technician,Research & Development,12,3,2,3,3,6,3
1605,0,0.2031859964807883,Low,Research Scientist,Research & Development,48,3,3,2,2,4,2
1606,0,0.03256005646982982,Low,Healthcare Representative,Research & Development,360,3,3,3,2,6,3
1607,0,0.12050747039870109,Low,Research Scientist,Research & Development,36,3,4,4,2,6,3
1608,0,0.01057195790502608,Low,Research Director,Research & Development,264,3,4,4,2,8,4
1609,0,0.20381237183383796,Low,Research Scientist,Research & Development,72,3,2,2,2,6,3
1611,0,0.2842074782832527,Low,Laboratory Technician,Research & Development,120,3,1,1,3,6,3
1613,0,0.1676597889540092,Low,Sales Executive,Sales,60,3,1,4,4,6,3
1614,0,0.08458228854763222,Low,Manufacturing Director,Research & Development,36,3,3,2,3,4,2
1615,0,0.04735483323384078,Low,Manufacturing Director,Research & Development,108,3,4,1,3,6,3
1617,0,0.22955230439654434,Low,Laboratory Technician,Research & Development,108,3,1,4,3,6,3
1618,0,0.10422089393964015,Low,Manufacturing Director,Research & Development,84,3,1,4,2,6,3
1619,0,0.2585599273547599,Low,Laboratory Technician,Research & Development,84,3,1,1,4,6,3
1621,0,0.16564314223712978,Low,Research Scientist,Research & Development,192,3,1,4,2,4,2
1622,0,0.10082419742081192,Low,Manufacturing Director,Research & Development,60,4,1,2,2,10,5
1623,0,0.1269808741564693,Low,Research Scientist,Research & Development,24,3,4,3,3,4,2
1624,1,0.4017989163775865,Medium,Sales Representative,Sales,0,3,4,3,2,4,2
1625,0,0.05235297786141577,Low,Manager,Human Resources,60,3,3,3,4,4,2
1627,0,0.14145498578943214,Low,Laboratory Technician,Research & Development,120,3,3,4,3,6,3
1628,0,0.05873382934940825,Low,Manufacturing Director,Research & Development,216,3,3,4,1,4,2
1630,0,0.033574994305471555,Low,Healthcare Representative,Research & Development,168,3,3,4,3,10,5
1631,0,0.08966695041642232,Low,Manufacturing Director,Research & Development,48,3,3,1,3,4,2
1633,0,0.0874399788914747,Low,Manufacturing Director,Research & Development,108,3,3,4,1,4,2
1635,0,0.034824769079986,Low,Manufacturing Director,Research & Development,120,3,4,1,4,6,3
1638,0,0.024947022791567255,Low,Manufacturing Director,Research & Development,60,3,3,4,4,12,6
1639,1,0.1333159242253964,Low,Sales Executive,Sales,156,3,1,3,4,6,3
1640,0,0.2362875793118785,Low,Research Scientist,Research & Development,96,3,2,1,2,4,2
1641,0,0.05093630781439753,Low,Manufacturing Director,Research & Development,48,3,4,4,3,4,2
1642,0,0.16646755499811117,Low,Human Resources,Human Resources,120,3,4,3,1,6,3
1644,0,0.05607977435118304,Low,Manager,Research & Development,24,4,4,2,3,6,3
1645,1,0.21669682271123067,Low,Sales Executive,Sales,24,3,4,4,1,4,2
1646,0,0.17178261278243234,Low,Research Scientist,Research & Development,72,3,4,3,1,4,2
1647,0,0.29716514239041486,Low,Research Scientist,Research & Development,36,3,3,1,2,0,0
1648,0,0.12459921238527344,Low,Research Scientist,Research & Development,48,3,4,3,4,0,0
1649,1,0.44921344765355065,Medium,Laboratory Technician,Research & Development,48,3,1,2,1,6,3
1650,0,0.16945319843296772,Low,Sales Executive,Sales,60,3,3,3,3,4,2
1651,0,0.11108675826741579,Low,Healthcare Representative,Research & Development,36,3,1,3,2,12,6
1653,0,0.025346372455953003,Low,Manufacturing Director,Research & Development,84,3,3,3,4,12,6
1654,0,0.058901555858016263,Low,Manufacturing Director,Research & Development,60,4,2,3,4,6,3
1655,0,0.09162270623515438,Low,Research Director,Research & Development,48,3,2,2,1,4,2
1656,0,0.02656531516243392,Low,Research Director,Research & Development,168,3,1,3,4,6,3
1657,0,0.3908707146572948,Medium,Sales Representative,Sales,24,3,3,1,3,6,3
1658,0,0.11058098792959575,Low,Research Scientist,Research & Development,132,3,2,3,4,4,2
1659,0,0.31842144394895,Low,Laboratory Technician,Research & Development,48,3,2,3,1,8,4
1661,0,0.05531194956163981,Low,Healthcare Representative,Research & Development,180,3,3,2,3,6,3
1662,0,0.03050690250606265,Low,Manufacturing Director,Research & Development,36,3,3,3,4,12,6
1664,0,0.1206041297149778,Low,Healthcare Representative,Research & Development,60,4,1,1,4,6,3
1665,0,0.0358950899420277,Low,Manager,Research & Development,120,4,3,3,2,12,6
1666,0,0.02510994469884347,Low,Research Director,Research & Development,168,4,3,1,3,6,3
1667,1,0.09917685022197281,Low,Sales Executive,Sales,132,4,4,1,4,4,2
1668,0,0.03981422442354237,Low,Research Scientist,Research & Development,156,3,4,4,4,8,4
1669,0,0.25511649401032904,Low,Sales Executive,Sales,120,3,2,2,1,6,3
1670,0,0.0628611875394296,Low,Sales Executive,Sales,72,3,4,3,4,10,5
1671,0,0.08819206646860246,Low,Research Scientist,Research & Development,108,3,2,3,4,8,4
1673,0,0.20891775262530776,Low,Sales Executive,Sales,120,3,4,1,1,4,2
1674,0,0.32004055339210163,Low,Laboratory Technician,Research & Development,24,3,1,2,4,4,2
1675,0,0.21357391152436775,Low,Laboratory Technician,Research & Development,48,4,2,2,4,6,3
1676,0,0.12102292267300507,Low,Manager,Sales,36,3,2,3,2,4,2
1677,0,0.07289920658038912,Low,Manager,Research & Development,96,3,3,1,3,4,2
1678,0,0.1381319986237705,Low,Sales Executive,Sales,24,3,3,4,4,4,2
1680,0,0.45719400677221206,Medium,Sales Representative,Sales,24,3,1,1,4,6,3
1681,0,0.12802013995470715,Low,Sales Executive,Sales,72,4,4,3,3,4,2
1682,0,0.17547895993598484,Low,Healthcare Representative,Research & Development,36,3,3,2,1,4,2
1683,0,0.20121611768864225,Low,Human Resources,Human Resources,24,3,4,1,3,4,2
1684,1,0.20920711268530096,Low,Laboratory Technician,Research & Development,60,3,3,1,4,4,2
1687,0,0.1250067992254634,Low,Laboratory Technician,Research & Development,0,3,3,4,4,10,5
1689,0,0.09520511305291547,Low,Healthcare Representative,Research & Development,48,3,4,3,2,4,2
1691,1,0.21870862564768387,Low,Sales Representative,Sales,108,3,3,3,4,6,3
1692,1,0.2959403575282419,Low,Laboratory Technician,Research & Development,12,3,2,1,4,4,2
1693,0,0.07949307784748115,Low,Laboratory Technician,Research & Development,84,4,4,3,4,10,5
1694,0,0.29496850186861145,Low,Research Scientist,Research & Development,48,3,2,4,1,2,1
1696,0,0.12679864215925574,Low,Laboratory Technician,Research & Development,180,3,4,3,2,6,3
1697,0,0.0839007429201376,Low,Healthcare Representative,Research & Development,12,4,4,3,3,4,2
1698,0,0.12256506998060433,Low,Laboratory Technician,Research & Development,168,3,2,4,2,12,6
1700,0,0.1290320753980656,Low,Sales Executive,Sales,72,3,4,3,3,4,2
1701,0,0.10928928274233933,Low,Research Scientist,Research & Development,120,3,4,2,2,6,3
1702,1,0.3293500411133647,Low,Sales Representative,Sales,36,4,4,2,3,4,2
1703,0,0.06891687136376125,Low,Healthcare Representative,Research & Development,96,3,4,2,3,4,2
1704,0,0.17866928370315285,Low,Research Scientist,Research & Development,60,3,4,3,1,4,2
1706,0,0.08924278574996838,Low,Sales Executive,Sales,120,3,4,1,4,6,3
1707,0,0.149705619309715,Low,Research Scientist,Research & Development,60,3,3,4,3,2,1
1708,0,0.1032022651588949,Low,Sales Executive,Sales,120,3,3,2,4,6,3
1709,0,0.17466506183108868,Low,Laboratory Technician,Research & Development,60,3,3,3,4,4,2
1710,0,0.21580866855294356,Low,Sales Representative,Sales,156,3,4,3,3,4,2
1712,0,0.030728314933511226,Low,Healthcare Representative,Research & Development,276,4,3,4,3,6,3
1714,1,0.17441818245192117,Low,Human Resources,Human Resources,12,3,3,3,4,4,2
1716,1,0.0678289174626611,Low,Sales Executive,Sales,276,3,3,3,3,6,3
1718,0,0.1637196232810549,Low,Laboratory Technician,Research & Development,36,3,3,3,4,6,3
1719,0,0.017395458544957235,Low,Research Director,Research & Development,252,3,2,3,4,4,2
1720,0,0.23094123412709078,Low,Research Scientist,Research & Development,60,3,3,1,1,6,3
1721,0,0.24619279817470174,Low,Laboratory Technician,Research & Development,60,3,3,4,2,4,2
1722,0,0.2075731718619618,Low,Human Resources,Human Resources,36,3,2,2,3,8,4
1724,0,0.1621884470886042,Low,Manufacturing Director,Research & Development,12,3,1,2,2,6,3
1725,0,0.4016222381215181,Medium,Laboratory Technician,Research & Development,72,3,1,2,2,4,2
1727,0,0.072398896160588,Low,Healthcare Representative,Research & Development,120,3,2,4,3,6,3
1728,0,0.04660884460490918,Low,Manufacturing Director,Research & Development,84,3,3,2,4,6,3
1729,0,0.1273251716757813,Low,Research Scientist,Research & Development,120,3,4,2,2,4,2
1732,0,0.0752871247611561,Low,Sales Executive,Sales,120,3,4,2,3,10,5
1733,1,0.33389387291150524,Medium,Sales Executive,Sales,24,3,1,2,2,6,3
1734,1,0.3961005510246258,Medium,Sales Executive,Sales,0,3,2,2,1,4,2
1735,0,0.2524330378085856,Low,Laboratory Technician,Research & Development,36,3,2,3,3,6,3
1736,0,0.03144563981444251,Low,Manufacturing Director,Research & Development,60,4,4,4,4,6,3
1737,0,0.10644978391816245,Low,Laboratory Technician,Research & Development,108,3,4,4,4,4,2
1739,0,0.140082899382634,Low,Sales Executive,Sales,48,3,3,3,4,4,2
1740,0,0.05204515166139448,Low,Manager,Sales,252,3,2,2,2,6,3
1744,0,0.1851945130022057,Low,Human Resources,Human Resources,60,4,3,3,3,4,2
1745,0,0.13838951923653936,Low,Research Scientist,Research & Development,108,3,1,4,4,4,2
1746,0,0.23721284995199005,Low,Human Resources,Human Resources,24,3,4,4,1,4,2
1747,1,0.20573527917686313,Low,Human Resources,Human Resources,48,3,4,3,3,0,0
1749,0,0.22842801975136345,Low,Sales Executive,Sales,60,3,3,3,1,6,3
1751,0,0.06672284207711228,Low,Research Scientist,Research & Development,72,3,4,3,3,10,5
1752,1,0.46960485429144994,Medium,Sales Representative,Sales,24,3,2,3,2,6,3
1753,0,0.042764101545456734,Low,Healthcare Representative,Research & Development,36,3,3,4,4,10,5
1754,0,0.28559961342108836,Low,Sales Executive,Sales,84,3,1,1,3,4,2
1755,0,0.09165139047560067,Low,Research Scientist,Research & Development,60,3,4,1,4,6,3
1756,0,0.1205299612450518,Low,Sales Executive,Sales,132,3,2,4,4,4,2
1757,0,0.12331176128040393,Low,Sales Executive,Sales,60,3,4,3,4,2,1
1758,1,0.43290758908609833,Medium,Sales Executive,Sales,0,4,1,3,1,4,2
1760,0,0.21581114263326942,Low,Laboratory Technician,Research & Development,72,3,2,2,3,8,4
1761,1,0.34747145272340135,Medium,Sales Executive,Sales,12,3,3,1,1,4,2
1762,0,0.20818926060936616,Low,Research Scientist,Research & Development,12,3,1,3,4,4,2
1763,0,0.07121211952745793,Low,Healthcare Representative,Research & Development,84,3,3,3,3,6,3
1764,0,0.19618806999177227,Low,Research Scientist,Research & Development,84,3,2,2,2,6,3
1766,0,0.1082536144989407,Low,Healthcare Representative,Research & Development,12,3,4,3,2,4,2
1767,1,0.11245626835817321,Low,Research Scientist,Research & Development,12,3,3,4,3,8,4
1768,0,0.20994138257423503,Low,Laboratory Technician,Research & Development,60,4,2,2,2,12,6
1770,0,0.08135090490796666,Low,Research Director,Research & Development,12,3,1,2,3,4,2
1771,0,0.1089888785931778,Low,Research Scientist,Research & Development,108,3,2,4,4,4,2
1772,0,0.3468670773484744,Medium,Laboratory Technician,Research & Development,60,4,1,2,3,4,2
1774,0,0.07501939524178075,Low,Sales Executive,Sales,180,3,3,3,4,6,3
1775,0,0.11220666025425086,Low,Manufacturing Director,Research & Development,36,4,3,4,1,4,2
1778,0,0.1119706914441706,Low,Human Resources,Human Resources,108,3,4,2,2,10,5
1779,0,0.12546521992911197,Low,Sales Executive,Sales,24,3,4,1,4,6,3
1780,1,0.5093813273384713,Medium,Sales Representative,Sales,12,3,2,2,2,6,3
1782,0,0.16596232080851359,Low,Laboratory Technician,Research & Development,60,3,3,2,4,6,3
1783,1,0.22485533494030246,Low,Laboratory Technician,Research & Development,12,3,1,3,3,12,6
1784,0,0.16798483709097803,Low,Sales Executive,Sales,144,3,4,1,1,6,3
1786,0,0.11442114370527413,Low,Manager,Research & Development,24,3,3,4,1,4,2
1787,0,0.3055155546027291,Low,Sales Executive,Sales,60,3,2,1,2,4,2
1789,0,0.02728549213033537,Low,Research Director,Research & Development,24,3,4,3,3,6,3
1790,0,0.0911487037639171,Low,Healthcare Representative,Research & Development,144,3,1,4,4,2,1
1792,1,0.17856055643451016,Low,Research Scientist,Research & Development,60,3,2,3,3,4,2
1794,0,0.14370948928209698,Low,Human Resources,Human Resources,120,3,2,3,3,8,4
1797,1,0.09869813931518664,Low,Sales Executive,Sales,120,3,4,4,3,4,2
1798,0,0.1854308598306713,Low,Research Scientist,Research & Development,120,3,1,2,4,2,1
1799,0,0.059317522325173185,Low,Research Scientist,Research & Development,60,3,4,3,3,12,6
1800,0,0.03211770407808166,Low,Research Director,Research & Development,48,4,3,3,3,6,3
1801,0,0.25452742513876475,Low,Sales Executive,Sales,24,3,2,3,2,6,3
1802,0,0.21099082027150615,Low,Laboratory Technician,Research & Development,48,3,1,4,3,10,5
1803,0,0.22375643614118026,Low,Healthcare Representative,Research & Development,0,3,1,3,2,4,2
1804,0,0.03304360489403856,Low,Manufacturing Director,Research & Development,84,3,4,3,2,12,6
1805,0,0.22699238563650045,Low,Human Resources,Human Resources,132,3,2,4,1,6,3
1807,1,0.21811681854057693,Low,Laboratory Technician,Research & Development,84,3,1,3,4,6,3
1809,1,0.0578862054413597,Low,Manufacturing Director,Research & Development,120,3,1,2,4,8,4
